苦恼,1.0
东野,0.616321946677421
有点,0.47912544295003834
小说,0.4464713786285536
故事,0.42313445577517084
推理,0.37341257277733286
喜欢,0.35358161684969436
内海,0.34492579802120077
诡计,0.2490336939639956
圭吾,0.24246549967919348
物理,0.21750354273276323
感觉,0.19983816948833266
侦探,0.19841778439979943
人性,0.19499343930332644
理解,0.1841523526619659
阅读,0.18098292128187535
老师,0.17928857611786697
理论,0.1768638305061695
崩坏,0.16794574052756767
科技,0.1648738464841181
0.0165856
0.632912
0.683946
0.507299
0.539002
0.884383
0.590754
0.902651
0.543542
0.516077
0.980694
0.159465
0.69101
0.914343
0.311351
0.535342
0.736973
0.49143
0.909005
0.644174
0.119142
0.829941
0.389873
0.057236
0.693416
0.235038
0.718984
0.334245
0.822901
0.497513
0.718566
0.458169
0.892942
0.992124
0.746306
0.386819
0.737844
0.301568
0.687303
0.991877
0.376697
0.10732
0.468076
0.57895
1
0.887169
0.516543
0.651547
0.198323
0.558838
0.859527
0.512685
0.533327
0.781276
0.243943
0.0837123
0.552525
0.643996
0.530704
0.0369905
0.2671
0.458514
0.888582
0.225063
0.334528
0.319624
0.428334
0.703304
0.500173
0.61749
0.27044
0.521515
0.0149389
0.516808
0.98928
0.532314
0.881015
0.794648
0.913722
0.624666
0.643384
0.261543
0.0772791
0.827839
0.830262
0.977563
0.0772791
0.827839
0.134672
0.261543
0.0355149
0.54131
0.735557
0.892365
0.323319
0.348278
0.517049
0.649366
0.820861
0.0355149
0.943176
0.892365
0.526908
0.580381
0.526908
0.580381
0.705003
0.839044
0.982679
0.982679
0.839044
0.705003
